car,price,body,mileage,engV,engType,registration,year,model,drive,local da compra,regioes,Latitude,Longitude,data da compra,Ano de compra
Honda,4599.0,hatch,210,1.4,Gas,yes,1998,Civic,front,NV,Oeste,38.313515,-117.055374,2023-03-22 18:16:18,2023
Renault,7700.0,sedan,100,1.6,Gas,yes,2008,Megane,front,LA,Sul,31.169546,-91.867805,2023-05-03 07:56:41,2023
BMW,57000.0,other,20,3.5,Petrol,yes,2013,X6,,NJ,Leste,40.298904,-74.521011,2023-06-08 10:14:17,2023
Volkswagen,7800.0,van,352,2.5,Diesel,yes,2001,T4 (Transporter) ïàññ.,front,FL,Sul,27.766279,-81.686783,2023-08-02 07:30:47,2023
BMW,10800.0,sedan,180,2.0,Petrol,yes,2002,318,rear,IA,Norte,42.019842,-93.210526,2023-02-26 21:49:58,2023
Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007,A 150,front,ID,Oeste,44.299782,-114.74204,2023-06-26 20:11:38,2023
Opel,1400.0,sedan,1,2.0,Petrol,yes,1988,Omega,rear,SC,Sul,33.856892,-80.945007,2023-11-29 19:37:13,2023
Nissan,3400.0,sedan,220,1.4,Gas,yes,1997,Almera,front,MA,Norte,42.230171,-71.530106,2023-02-05 00:34:57,2023
Opel,9300.0,sedan,189,1.6,Petrol,yes,2011,Astra H,front,CO,Oeste,39.059811,-105.311104,2023-12-02 19:17:58,2023
Opel,2700.0,sedan,278,2.0,Gas,yes,1991,Omega,rear,OR,Oeste,33.004106,-116.418468,2023-02-11 07:13:13,2023
Honda,11000.0,sedan,180,2.0,Petrol,yes,2006,Accord,front,WI,Norte,43.351915,-88.825217,2023-02-08 17:39:32,2023
Land Rover,8900.0,crossover,295,4.6,Gas,yes,2000,Range Rover,full,ME,Norte,44.693947,-69.381927,2023-04-27 03:53:36,2023
Subaru,6500.0,sedan,226,1.6,Gas,yes,2002,Impreza,full,RI,Norte,41.680893,-71.51178,2023-11-14 22:57:18,2023
Renault,10200.0,van,183,2.0,Diesel,yes,2012,Trafic ãðóç.,front,NV,Oeste,38.313515,-117.055374,2023-02-13 05:14:38,2023
Volkswagen,8900.0,hatch,128,1.4,Petrol,yes,2010,Polo,front,AR,Sul,34.969704,-92.373123,2023-02-23 18:14:35,2023
Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000,Rav 4,front,KY,Sul,37.66814,-84.670067,2023-06-12 10:52:10,2023
VAZ,3700.0,sedan,104,1.5,Gas,yes,2008,2115,front,VA,Sul,38.003385,-79.458786,2023-05-22 11:43:51,2023
Seat,24000.0,hatch,50,1.8,Petrol,yes,2014,Leon,front,NV,Oeste,38.313515,-117.055374,2023-03-21 05:44:06,2023
Chevrolet,58500.0,other,1,2.0,Petrol,yes,2016,Camaro,rear,AL,Sul,32.806671,-86.79113,2023-06-23 00:19:52,2023
Chevrolet,4999.0,crossover,62,1.7,Petrol,yes,2006,Niva,full,LA,Sul,31.169546,-91.867805,2023-02-04 14:49:25,2023
Seat,7900.0,vagon,231,1.6,Petrol,yes,2005,Toledo,,NC,Sul,35.630066,-79.806419,2023-02-21 14:02:57,2023
Toyota,10500.0,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,full,WA,Oeste,47.731157,-120.805472,2023-08-09 02:32:48,2023
Mitsubishi,6990.0,crossover,225,2.5,Petrol,yes,1997,Pajero,full,IN,Leste,36.278726,-86.302264,2023-07-26 00:38:38,2023
Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,Q3,full,VT,Norte,44.045876,-72.710686,2023-11-21 22:32:17,2023
Audi,10500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad,full,AZ,Oeste,33.729759,-111.431221,2023-01-10 17:34:12,2023
Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350,full,MD,Sul,39.063946,-76.802101,2023-11-17 10:21:31,2023
Toyota,12800.0,sedan,203,,Petrol,yes,2005,Camry,front,SC,Sul,33.856892,-80.945007,2023-07-18 22:22:57,2023
Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013,Multivan,front,CA,Oeste,36.116203,-119.681564,2023-03-31 05:13:44,2023
Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X,front,AL,Sul,32.806671,-86.79113,2023-04-03 02:01:50,2023
BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730,rear,MO,Desconhecido,36.116203,-89.831988,2023-07-17 17:50:37,2023
Nissan,8500.0,sedan,195,1.6,Petrol,yes,2006,Primera,front,MI,Norte,42.874721,-86.251989,2023-01-25 20:23:41,2023
Kia,10650.0,van,180,2.9,Diesel,yes,2008,Carnival,front,MO,Desconhecido,36.116203,-89.831988,2023-04-13 14:32:59,2023
Mercedes-Benz,9200.0,van,266,2.2,Diesel,yes,2008,Vito ãðóç.,rear,MA,Norte,42.230171,-71.530106,2023-02-05 14:00:17,2023
Mercedes-Benz,12000.0,sedan,298,5.0,Petrol,yes,2004,S 500,full,WI,Norte,43.351915,-88.825217,2023-12-28 01:16:42,2023
Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999,ML 320,full,NE,Desconhecido,41.12537,-98.268082,2023-11-05 19:59:52,2023
Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Vito ïàññ.,front,LA,Sul,31.169546,-91.867805,2023-12-02 21:57:51,2023
Daewoo,4700.0,other,78,1.5,Petrol,yes,2011,Lanos,front,DE,Sul,38.665721,-75.755137,2023-02-19 02:25:09,2023
Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,Phaeton,full,CA,Oeste,36.116203,-119.681564,2023-04-15 02:06:56,2023
Hyundai,9900.0,vagon,159,1.6,Other,yes,2011,i30,front,VT,Norte,44.045876,-72.710686,2023-09-12 22:25:15,2023
Renault,14999.0,van,54,66.0,Other,yes,2012,Kangoo ïàññ.,front,NH,Norte,43.452492,-71.563896,2023-06-29 07:10:13,2023
Skoda,8800.0,sedan,125,2.0,Petrol,yes,2008,Octavia A5,front,HI,Oeste,21.094318,-157.498337,2023-05-26 22:12:46,2023
VAZ,4600.0,vagon,111,1.6,Gas,yes,2012,2171,front,IL,Leste,40.298904,-87.43114,2023-11-27 02:48:16,2023
Ford,8900.0,vagon,260,1.8,Diesel,yes,2008,Focus,front,RI,Norte,41.680893,-71.51178,2023-01-16 03:53:20,2023
Chevrolet,6100.0,sedan,205,1.8,Gas,yes,2005,Lacetti,front,MO,Desconhecido,36.116203,-89.831988,2023-01-13 14:58:28,2023
Ford,7900.0,van,250,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front,TN,Sul,35.747845,-86.692345,2023-09-13 20:02:53,2023
BMW,23000.0,other,100,,Other,yes,2005,630,,TN,Sul,35.747845,-86.692345,2023-01-13 11:08:27,2023
Nissan,4088.0,sedan,115,3.0,Other,yes,1993,Maxima,front,DE,Sul,38.665721,-75.755137,2023-03-12 21:15:43,2023
Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012,Vito ãðóç.,rear,KY,Sul,37.66814,-84.670067,2023-02-19 06:46:14,2023
Lexus,12300.0,other,90,4.3,Petrol,yes,2002,SC 430,rear,IL,Leste,40.298904,-87.43114,2023-07-28 11:02:35,2023
Mercedes-Benz,5200.0,other,220,3.2,Petrol,no,2004,CLK 320,rear,IN,Leste,36.278726,-86.302264,2023-03-24 03:57:03,2023
Nissan,13600.0,crossover,138,2.0,Petrol,yes,2008,Qashqai,full,NM,Oeste,34.423698,-106.445356,2023-10-31 22:40:46,2023
Opel,8800.0,other,171,2.0,Diesel,yes,2008,Vivaro ãðóç.,front,WI,Norte,43.351915,-88.825217,2023-11-15 14:19:23,2023
Porsche,22000.0,crossover,130,3.6,Petrol,yes,2007,Cayenne,full,MT,Norte,46.116203,-112.869665,2023-02-04 16:29:23,2023
Mercedes-Benz,9600.0,van,30,2.2,Diesel,yes,2006,Vito ïàññ.,rear,IN,Leste,36.278726,-86.302264,2023-08-17 22:43:57,2023
Chevrolet,6100.0,sedan,162,1.6,Gas,yes,2008,Lacetti,front,CT,Norte,41.597782,-72.755371,2023-08-17 06:51:06,2023
Hyundai,14500.0,crossover,146,2.2,Diesel,yes,2007,Santa FE,full,IA,Norte,42.019842,-93.210526,2023-05-18 06:41:02,2023
Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,Kangoo ïàññ.,front,UT,Oeste,40.150032,-111.862434,2023-02-11 18:01:55,2023
Citroen,4800.0,van,191,1.6,Diesel,yes,2007,Berlingo ïàññ.,front,KY,Sul,37.66814,-84.670067,2023-05-30 11:07:34,2023
Peugeot,5000.0,vagon,333,2.0,Diesel,yes,2001,306,front,OH,Leste,40.388783,-82.764915,2023-01-16 14:48:31,2023
Toyota,7500.0,sedan,185,3.0,Gas,yes,2004,Camry,front,ME,Norte,44.693947,-69.381927,2023-04-12 17:00:06,2023
Daewoo,3700.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front,NY,Leste,40.298904,-74.521011,2023-08-07 12:23:13,2023
Hyundai,9600.0,crossover,180,2.0,Petrol,yes,2008,Tucson,full,IL,Leste,40.298904,-87.43114,2023-01-07 00:04:44,2023
Renault,20996.235,crossover,0,1.5,Diesel,yes,2016,Captur,front,WV,Sul,38.491226,-80.954522,2023-04-03 03:13:40,2023
Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,Logan,front,IA,Norte,42.019842,-93.210526,2023-12-17 17:33:18,2023
Daewoo,3250.0,sedan,136,1.4,Petrol,yes,2007,Lanos,,WA,Oeste,47.731157,-120.805472,2023-06-09 16:17:03,2023
Volkswagen,3400.0,van,175,1.4,Petrol,yes,2003,Caddy ïàññ.,front,SC,Sul,33.856892,-80.945007,2023-05-27 11:19:45,2023
Kia,12000.0,sedan,10,2.0,Petrol,yes,2009,Magentis,front,AR,Sul,34.969704,-92.373123,2023-07-06 21:52:08,2023
Renault,0.0,vagon,177,1.5,Diesel,yes,2007,Megane,front,MT,Norte,46.116203,-112.869665,2023-03-04 10:48:28,2023
Daewoo,2500.0,sedan,179,1.5,Gas,yes,1998,Lanos,front,NY,Leste,40.298904,-74.521011,2023-06-09 10:48:20,2023
Renault,5700.0,van,275,1.9,Diesel,yes,2002,Trafic ãðóç.,front,TX,Sul,31.054487,-97.563461,2023-08-22 08:04:07,2023
Skoda,9300.0,sedan,206,1.8,Gas,yes,2008,Superb,front,RI,Norte,41.680893,-71.51178,2023-06-29 09:27:26,2023
Mitsubishi,7300.0,sedan,145,1.6,Petrol,yes,2008,Lancer,front,DE,Sul,38.665721,-75.755137,2023-05-21 14:04:48,2023
Honda,19900.0,other,52,2.2,Petrol,yes,2006,S2000,rear,TN,Sul,35.747845,-86.692345,2023-05-19 10:16:39,2023
Mazda,11300.0,sedan,180,2.5,Petrol,yes,2008,6,front,KS,Desconhecido,38.5266,-96.726486,2023-05-09 16:56:36,2023
Nissan,10500.0,crossover,91,1.6,Gas,yes,2007,Qashqai,,NJ,Leste,40.298904,-74.521011,2023-02-21 09:14:26,2023
Peugeot,13900.0,crossover,93,1.6,Diesel,yes,2011,3008,front,PA,Leste,40.590752,-77.209755,2023-06-28 17:56:10,2023
Renault,3000.0,van,217,1.4,Petrol,yes,2004,Kangoo ãðóç.,front,CO,Oeste,39.059811,-105.311104,2023-05-22 12:02:54,2023
Volkswagen,5200.0,van,235,2.0,Diesel,yes,2005,Caddy ãðóç.,front,UT,Oeste,40.150032,-111.862434,2023-09-27 09:44:25,2023
Lexus,0.0,crossover,0,4.5,Diesel,yes,2016,LX 450,full,NY,Leste,40.298904,-74.521011,2023-01-16 17:46:25,2023
BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,520,rear,OR,Oeste,33.004106,-116.418468,2023-11-07 09:06:27,2023
Opel,6850.0,vagon,212,2.5,Diesel,yes,2002,Omega,rear,AR,Sul,34.969704,-92.373123,2023-06-05 03:50:45,2023
Nissan,20900.0,other,26,2.0,Petrol,yes,2013,Qashqai,full,MI,Norte,42.874721,-86.251989,2023-08-12 22:18:40,2023
BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,730,rear,WV,Sul,38.491226,-80.954522,2023-02-22 15:33:19,2023
Toyota,29000.0,crossover,120,4.0,Gas,yes,2008,Land Cruiser Prado,full,NC,Sul,35.630066,-79.806419,2023-09-22 14:47:43,2023
Renault,10799.0,vagon,193,1.5,Diesel,yes,2012,Megane,front,FL,Sul,27.766279,-81.686783,2023-07-06 05:34:32,2023
Hyundai,7900.0,other,77,1.2,Petrol,yes,2011,i20,front,WA,Oeste,47.731157,-120.805472,2023-01-06 04:45:27,2023
Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004,Vito ïàññ.,rear,MO,Desconhecido,36.116203,-89.831988,2023-03-06 15:05:30,2023
GAZ,3500.0,other,60,,Petrol,yes,2006,2705 GAZåëü,rear,IN,Leste,36.278726,-86.302264,2023-04-29 03:21:49,2023
Jaguar,4500.0,sedan,270,4.0,Petrol,no,1993,XJR-S,,VA,Sul,38.003385,-79.458786,2023-10-05 14:03:25,2023
BMW,3700.0,other,110,2.5,Petrol,yes,1983,323,rear,ND,Norte,47.528912,-99.784012,2023-09-20 10:24:32,2023
Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,Passat B5,full,HI,Oeste,21.094318,-157.498337,2023-06-27 11:30:33,2023
BMW,13000.0,sedan,220,2.5,Petrol,yes,2005,523,rear,MA,Norte,42.230171,-71.530106,2023-10-14 13:01:05,2023
Daewoo,4600.0,sedan,26,1.3,Gas,yes,2014,Sens,front,MI,Norte,42.874721,-86.251989,2023-11-18 20:59:06,2023
Volvo,15300.0,crossover,165,2.5,Petrol,yes,2005,XC90,front,VT,Norte,44.045876,-72.710686,2023-03-16 08:44:41,2023
VAZ,4299.0,crossover,1,1.7,Petrol,yes,1979,2121,full,MT,Norte,46.116203,-112.869665,2023-08-27 02:42:11,2023
Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,Laguna,front,KS,Desconhecido,38.5266,-96.726486,2023-04-01 16:11:43,2023
Audi,36500.0,crossover,159,3.0,Diesel,yes,2010,Q7,full,CO,Oeste,39.059811,-105.311104,2023-12-16 14:25:18,2023
VAZ,3200.0,hatch,183,1.6,Petrol,yes,2008,2113,front,TX,Sul,31.054487,-97.563461,2023-11-24 11:30:34,2023
Ford,6000.0,hatch,158,1.6,Gas,yes,2006,Fusion,front,RI,Norte,41.680893,-71.51178,2023-09-18 01:50:21,2023
Chevrolet,7100.0,sedan,93,1.8,Petrol,yes,2009,Lacetti,front,DE,Sul,38.665721,-75.755137,2023-05-25 05:24:53,2023
Suzuki,16487.25,crossover,0,1.6,Petrol,yes,2016,Vitara,front,TX,Sul,31.054487,-97.563461,2023-02-01 06:46:43,2023
VAZ,2000.0,sedan,1,1.5,Gas,yes,1994,21099,front,GA,Sul,33.040619,-83.643074,2023-09-30 08:50:38,2023
Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,Outlander XL,full,IL,Leste,40.298904,-87.43114,2023-01-12 05:41:12,2023
Porsche,25000.0,crossover,128,4.8,Petrol,yes,2007,Cayenne,full,NE,Desconhecido,41.12537,-98.268082,2023-01-13 16:07:04,2023
BMW,18500.0,crossover,250,4.4,Gas,yes,2005,X5,full,NH,Norte,43.452492,-71.563896,2023-09-07 11:49:55,2023
Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Vito ïàññ.,rear,MO,Desconhecido,36.116203,-89.831988,2023-10-11 15:03:00,2023
Subaru,10999.0,vagon,178,2.0,Petrol,yes,2007,Forester,full,LA,Sul,31.169546,-91.867805,2023-03-21 05:12:51,2023
VAZ,2200.0,sedan,160,1.5,Petrol,yes,2006,2107,rear,VT,Norte,44.045876,-72.710686,2023-06-14 23:12:44,2023
Renault,5000.0,van,245,1.5,Diesel,yes,2003,Kangoo ïàññ.,front,MD,Sul,39.063946,-76.802101,2023-08-29 00:45:48,2023
Skoda,5100.0,hatch,145,1.2,Petrol,yes,2007,Fabia,front,MD,Sul,39.063946,-76.802101,2023-08-30 08:24:49,2023
Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,Passat CC,front,MN,Norte,44.299782,-93.774173,2023-06-19 07:44:48,2023
Chrysler,8000.0,other,96,3.2,Petrol,no,2004,Crossfire,front,ND,Norte,47.528912,-99.784012,2023-07-02 20:05:09,2023
Volkswagen,20000.0,sedan,102,1.8,Petrol,yes,2011,Passat CC,front,TN,Sul,35.747845,-86.692345,2023-01-12 07:05:10,2023
Hyundai,9900.0,sedan,40,1.4,Petrol,yes,2011,Accent,front,ME,Norte,44.693947,-69.381927,2023-10-01 08:27:02,2023
Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013,Jetta,front,NM,Oeste,34.423698,-106.445356,2023-05-26 07:26:30,2023
VAZ,3000.0,sedan,117,1.6,Petrol,yes,2007,21099,,NY,Leste,40.298904,-74.521011,2023-01-17 16:19:20,2023
VAZ,2000.0,hatch,75,1.5,Gas,yes,1995,2108,front,AK,Oeste,61.370716,-149.493686,2023-05-03 05:21:40,2023
Opel,16500.0,sedan,169,2.0,Petrol,yes,2010,Insignia,full,GA,Sul,33.040619,-83.643074,2023-02-23 02:16:45,2023
Hyundai,6900.0,sedan,86,1.4,Gas,yes,2009,Accent,front,VA,Sul,38.003385,-79.458786,2023-04-01 12:28:56,2023
Mercedes-Benz,7600.0,van,315,2.9,Diesel,yes,1996,Sprinter 312 ãðóç.,rear,RI,Norte,41.680893,-71.51178,2023-12-28 09:53:31,2023
Skoda,25013.23305,crossover,1,1.8,Petrol,yes,2016,Yeti,full,HI,Oeste,21.094318,-157.498337,2023-05-21 07:50:39,2023
BMW,15200.0,sedan,227,2.5,Petrol,yes,2008,525,rear,AR,Sul,34.969704,-92.373123,2023-08-16 19:04:42,2023
VAZ,2800.0,hatch,145,1.5,Other,yes,2006,2109,front,MT,Norte,46.116203,-112.869665,2023-10-22 23:48:18,2023
Opel,6700.0,crossover,290,2.4,Gas,yes,1997,Frontera,full,AK,Oeste,61.370716,-149.493686,2023-10-10 14:00:02,2023
Nissan,16500.0,sedan,87,2.5,Petrol,yes,2013,Teana,front,MS,Sul,32.321384,-89.251388,2023-07-11 15:08:57,2023
Lexus,38700.0,crossover,32,,Petrol,yes,2013,RX 270,,VT,Norte,44.045876,-72.710686,2023-10-06 00:38:53,2023
VAZ,1250.0,sedan,10,1.5,Petrol,yes,1989,2107,rear,AZ,Oeste,33.729759,-111.431221,2023-03-19 03:29:36,2023
Mazda,17500.0,crossover,89,3.7,Gas,yes,2008,CX-9,full,WI,Norte,43.351915,-88.825217,2023-11-13 14:05:23,2023
Mitsubishi,18800.0,crossover,47,3.0,Petrol,yes,2008,Pajero Wagon,full,AK,Oeste,61.370716,-149.493686,2023-10-25 16:06:55,2023
Ford,7900.0,hatch,150,1.4,Petrol,yes,2008,Focus,front,NV,Oeste,38.313515,-117.055374,2023-09-07 19:30:48,2023
Kia,29900.0,crossover,62,2.2,Diesel,yes,2015,Sorento,full,NY,Leste,40.298904,-74.521011,2023-02-03 13:48:22,2023
VAZ,2400.0,hatch,174,1.5,Gas,yes,2005,2113,,KS,Desconhecido,38.5266,-96.726486,2023-11-04 07:04:25,2023
BMW,26800.0,sedan,47,2.0,Petrol,yes,2013,320,rear,WY,Oeste,42.755966,-107.30249,2023-11-29 07:40:31,2023
VAZ,3599.0,sedan,91,1.6,Gas,yes,2009,2115,front,NE,Desconhecido,41.12537,-98.268082,2023-05-29 20:16:49,2023
Audi,16800.0,hatch,47,1.2,Petrol,yes,2013,A3,front,ND,Norte,47.528912,-99.784012,2023-04-16 16:30:53,2023
Ford,12300.0,sedan,43,1.6,Petrol,yes,2013,Mondeo,front,MT,Norte,46.116203,-112.869665,2023-07-08 09:43:19,2023
Chery,3300.0,other,140,,Other,yes,2007,Amulet,front,AK,Oeste,61.370716,-149.493686,2023-08-02 12:14:39,2023
UAZ,5500.0,crossover,1,2.9,Other,yes,1978,469,full,FL,Sul,27.766279,-81.686783,2023-07-27 14:28:23,2023
Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000,Vito ïàññ.,front,OK,Sul,36.820746,-95.929594,2023-08-14 00:11:34,2023
ZAZ,1600.0,hatch,180,1.2,Petrol,yes,2003,1102 Òàâðèÿ,front,NM,Oeste,34.423698,-106.445356,2023-05-15 14:09:15,2023
Renault,10499.0,vagon,121,1.5,Diesel,yes,2013,Megane,front,OR,Oeste,33.004106,-116.418468,2023-05-05 14:41:58,2023
Toyota,36800.0,crossover,77,3.0,Diesel,yes,2012,Land Cruiser Prado,full,RI,Norte,41.680893,-71.51178,2023-08-02 02:05:39,2023
Toyota,29500.0,crossover,63,4.0,Petrol,yes,2008,FJ Cruiser,full,MA,Norte,42.230171,-71.530106,2023-05-07 03:44:08,2023
Fiat,5999.0,hatch,112,1.4,Petrol,yes,2006,Punto,front,IN,Leste,36.278726,-86.302264,2023-06-04 12:28:46,2023
Mazda,8150.0,hatch,122,1.6,Gas,yes,2007,3,front,IN,Leste,36.278726,-86.302264,2023-02-18 17:06:28,2023
Chery,3450.0,sedan,124,1.6,Gas,yes,2007,Amulet,front,ND,Norte,47.528912,-99.784012,2023-05-22 10:18:16,2023
Volkswagen,5700.0,sedan,300,1.8,Petrol,yes,2001,Passat B5,front,MI,Norte,42.874721,-86.251989,2023-01-05 17:09:50,2023
Volkswagen,10600.0,van,140,2.0,Diesel,yes,2011,T6 (Transporter) ãðóç,front,OK,Sul,36.820746,-95.929594,2023-07-20 04:51:05,2023
Mercedes-Benz,2700.0,sedan,121,2.5,Diesel,yes,1986,E-Class,rear,VT,Norte,44.045876,-72.710686,2023-05-04 13:41:11,2023
Nissan,10500.0,crossover,200,2.2,Diesel,yes,2006,X-Trail,full,LA,Sul,31.169546,-91.867805,2023-12-29 03:27:25,2023
Mazda,20400.0,hatch,4,1.5,Petrol,yes,2015,3,front,PA,Leste,40.590752,-77.209755,2023-08-14 16:36:50,2023
Renault,4100.0,other,270,1.2,Gas,yes,1999,Kangoo ïàññ.,front,MN,Norte,44.299782,-93.774173,2023-01-06 13:23:04,2023
Mercedes-Benz,38800.0,hatch,8,,Other,yes,2015,B-Class Electric Drive,front,AR,Sul,34.969704,-92.373123,2023-03-03 14:34:01,2023
Land Rover,33500.0,crossover,54,2.0,Petrol,yes,2013,Range Rover Evoque,full,SC,Sul,33.856892,-80.945007,2023-10-04 06:46:54,2023
Ford,19300.0,crossover,61,2.0,Diesel,yes,2012,Kuga,full,NM,Oeste,34.423698,-106.445356,2023-01-28 22:37:01,2023
Land Rover,52999.0,crossover,95,4.4,Diesel,yes,2012,Range Rover,full,CO,Oeste,39.059811,-105.311104,2023-06-24 01:56:42,2023
Nissan,22500.0,crossover,29,1.6,Petrol,yes,2014,Juke,full,ID,Oeste,44.299782,-114.74204,2023-11-10 09:23:51,2023
Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001,E-Class,rear,KY,Sul,37.66814,-84.670067,2023-04-06 10:17:24,2023
Mercedes-Benz,21300.0,crossover,190,6.3,Petrol,yes,2007,ML 63 AMG,full,VT,Norte,44.045876,-72.710686,2023-05-15 19:22:20,2023
Fiat,6200.0,van,218,1.6,Diesel,yes,2007,Scudo ãðóç.,front,IN,Leste,36.278726,-86.302264,2023-03-22 03:04:39,2023
Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993,Golf III,front,IA,Norte,42.019842,-93.210526,2023-07-20 23:50:01,2023
GAZ,500.0,sedan,239,2.0,Other,yes,1961,21,rear,SD,Norte,44.299782,-99.438828,2023-10-02 14:02:54,2023
Mercedes-Benz,15300.0,other,168,3.2,Petrol,yes,2003,CLK 320,rear,VT,Norte,44.045876,-72.710686,2023-04-06 17:07:51,2023
Hyundai,18999.0,crossover,48,2.0,Gas,yes,2011,IX35,full,KY,Sul,37.66814,-84.670067,2023-06-08 09:15:09,2023
Land Rover,89900.0,crossover,20,3.0,Diesel,yes,2014,Range Rover Sport,full,ME,Norte,44.693947,-69.381927,2023-07-12 03:05:06,2023
Skoda,11900.0,sedan,161,1.8,Petrol,yes,2009,Superb,front,VA,Sul,38.003385,-79.458786,2023-11-20 16:34:13,2023
Mercedes-Benz,8300.0,sedan,175,3.2,Diesel,no,2006,E-Class,rear,IL,Leste,40.298904,-87.43114,2023-05-27 23:04:02,2023
Nissan,9000.0,sedan,120,3.0,Petrol,yes,2006,Maxima,front,FL,Sul,27.766279,-81.686783,2023-03-09 14:27:10,2023
Peugeot,13800.0,crossover,97,1.6,Diesel,yes,2011,3008,front,NM,Oeste,34.423698,-106.445356,2023-04-10 17:47:42,2023
Land Rover,3900.0,crossover,290,2.5,Diesel,no,1998,Range Rover,full,DE,Sul,38.665721,-75.755137,2023-09-06 10:39:13,2023
Renault,6300.0,vagon,202,1.5,Diesel,yes,2005,Scenic,,AL,Sul,32.806671,-86.79113,2023-08-13 19:34:56,2023
Mazda,4700.0,sedan,250,2.5,Petrol,yes,1996,Xedos 9,front,WA,Oeste,47.731157,-120.805472,2023-11-01 15:51:18,2023
Skoda,29640.0,other,0,1.8,Petrol,yes,2016,Superb,front,KS,Desconhecido,38.5266,-96.726486,2023-01-23 02:23:57,2023
Honda,8900.0,sedan,178,1.8,Petrol,yes,2008,Civic,front,AZ,Oeste,33.729759,-111.431221,2023-03-13 10:02:33,2023
Opel,6300.0,van,169,1.3,Diesel,yes,2009,Combo ïàññ.,front,AL,Sul,32.806671,-86.79113,2023-06-29 11:00:32,2023
Opel,6850.0,van,117,1.3,Diesel,yes,2012,Combo ãðóç.,front,CO,Oeste,39.059811,-105.311104,2023-04-16 21:31:53,2023
Renault,0.0,van,85,1.5,Diesel,yes,2012,Kangoo ïàññ.,front,NH,Norte,43.452492,-71.563896,2023-08-05 06:59:21,2023
Geely,8300.0,sedan,33,1.8,Gas,yes,2013,Emgrand 7 (EC7),,WV,Sul,38.491226,-80.954522,2023-10-22 12:50:43,2023
Mercedes-Benz,18800.0,sedan,320,5.0,Petrol,yes,1998,S 500,rear,TX,Sul,31.054487,-97.563461,2023-11-06 13:22:53,2023
VAZ,2500.0,sedan,1,1.5,Petrol,yes,1993,21099,front,ME,Norte,44.693947,-69.381927,2023-11-16 22:30:37,2023
Chevrolet,4000.0,sedan,170,1.5,Petrol,yes,2006,Aveo,front,DE,Sul,38.665721,-75.755137,2023-04-18 06:29:04,2023
VAZ,1800.0,hatch,230,1.3,Petrol,yes,1991,2108,front,NM,Oeste,34.423698,-106.445356,2023-08-03 14:56:24,2023
Renault,6900.0,hatch,47,1.4,Petrol,yes,2012,Sandero,front,NE,Desconhecido,41.12537,-98.268082,2023-11-17 04:36:59,2023
BMW,16400.0,sedan,187,4.8,Gas,yes,2007,750,rear,TX,Sul,31.054487,-97.563461,2023-01-06 04:57:47,2023
Skoda,7600.0,hatch,98,1.2,Petrol,yes,2012,Fabia,front,VA,Sul,38.003385,-79.458786,2023-01-16 08:52:54,2023
Renault,9450.0,vagon,215,1.5,Diesel,yes,2008,Laguna,front,PA,Leste,40.590752,-77.209755,2023-08-23 13:35:26,2023
Mazda,6700.0,sedan,130,1.6,Petrol,yes,2006,3,front,WI,Norte,43.351915,-88.825217,2023-08-04 16:44:26,2023
Mitsubishi,7900.0,crossover,143,2.0,Gas,yes,2007,Outlander,full,NV,Oeste,38.313515,-117.055374,2023-09-22 23:33:49,2023
Skoda,12800.0,vagon,94,1.8,Petrol,yes,2012,Octavia A5,front,WA,Oeste,47.731157,-120.805472,2023-03-08 11:50:38,2023
Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011,Vito ãðóç.,rear,MO,Desconhecido,36.116203,-89.831988,2023-10-11 15:21:04,2023
